open,1,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,none,none,none,
open,2,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,none,none,none,
open,3,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,none,none,none,
open,4,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,event,8pm -,Discussion,
open,5,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,none,none,none,
open,6
close,7
open,8,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,event,7pm -,中学英語を勉強する会,
open,9,cafe,12:00 - 6pm,none,none,none,none,none,event,8pm -,"Luminous Kudler | Jero Route 66",¥1500
open,10,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,none,none,none,
open,11,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,event,8pm -,Discussion,
open,12,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,event,8pm -,靴下ハギレの会,
open,13,none,none,shop,1 - 6pm,none,none,none,none,none,none,
open,14,none,none,shop,1 - 7pm,none,none,none,event,,古着詰め放題 夏,
open holiday,15,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,none,none,none,
open,16,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,event,7pm -,擬似木陰を作る,
open,17,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,event,6pm -,,気になってることについて調べたりする時間
open,18,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,event,8pm -,Discussion,
open,19,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,event,8pm -,Fancy Hotel Tour,
open,20,none,none,shop,1 - 6pm,none,none,none,event,7pm,露天神社（お初天神） 例大祭（夏祭）,
close,21
open,22,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,none,none,none,
open,23,cafe,12:00 - 6pm,shop,3 - 8pm,none,none,none,none,none,none,
open,24,cafe,12:00 - 6pm,shop,3 - 8pm,show,3 - 8pm,籠本 真一 個展,event,,天神祭,
open,25,cafe,12:00 - 6pm,shop,3 - 8pm,show,3 - 8pm,→,event,,天神祭,
open,26,cafe,12:00 - 6pm,shop,3 - 8pm,show,3 - 8pm,→,none,none,none,
open,27,cafe,12:00 - 6pm,shop,3 - 8pm,show,3 - 8pm,Last Day,none,none,none,
open,28,none,none,none,none,none,none,none,event,,Cooking Day,Practice of camping
open,29,cafe,12:00 - 6pm,shop,3 - 8pm,show,3 - 8pm,Green People,event,7:30pm -,癲狂科学実験,
open,30,cafe,12:00 - 6pm,shop,3 - 8pm,show,3 - 8pm,→,none,none,none,
open,31,cafe,12:00 - 6pm,shop,3 - 8pm,show,3 - 8pm,→,none,none,none,